refid,date,recipient,recipient_cleaned,office,amount
1644,07/16/2014,Aaron Saunders,Aaron Saunders,Massachusetts State Senate - First Hampden & Hampshire district,200.00
1644,07/23/2014,Michael Rodrigues,Michael J. Rodrigues,Massachusetts State Senate - First Bristol and Plymouth district.,200.00
1644,08/31/2014,Ben Downing,Benjamin Downing,"Massachusetts State Senate - Berkshire, Hampshire, Franklin & Hampden District",200.00
1644,08/31/2014,Massachusetts Democratic Party,Massachusetts Democratic Party,State Party,200.00
1644,08/31/2014,Jennifer Flanagan,Jennifer L. Flanagan,Massachusetts State Senate - Worcester & Middlesex,200.00
1644,09/12/2014,Dan Ryan,Daniel J. Ryan,Massachusetts State House - Charlestown and Chelsea,200.00
1644,09/29/2014,Linda Dorena Forry,Linda Dorcena Forry,Massachusetts State Senate - 1st District,100.00
1644,09/30/2014,Anthony Petruccelli,Anthony Petruccelli,Massachusetts State Senate - 1st District,100.00
1644,10/07/2014,Charlie Baker,Charles Baker,Massachusetts Governor,200.00
1644,12/03/2014,Tackey Chan,Tackey Chan,Massachusetts State House - 2nd District,100.00
1645,01/16/2014,Jen Benson,Jennifer Benson,Representative Lunenberg,150.00
1645,02/11/2014,Jason Lewis,Jason Lewis,Senator Winchester,25.00
1645,02/11/2014,Harriette Chandler,Harriette Chandler,Senator Worcester,25.00
1645,05/20/2014,Barbara L'Italien,Barbara L'Italien,Senator Andover,25.00
1645,05/21/2014,Kate Hogan,Kate Hogan,Representative Maynard,50.00
1645,06/02/2014,Pat Jehlen,Patricia Jehlen,Senator Somerville,25.00
1645,06/18/2014,Donald Berwick,Donald Berwick,Governor,25.00
1645,07/14/2014,Pat Jehlen,Patricia Jehlen,State Senate,25.00
1649,10/01/2014,Michael Heffernan,Michael Heffernan,"Treasurer, Commonwealth of Massachusetts",200.00
1649,11/19/2014,Martin Walsh,Martin Walsh,"Mayor, City of Boston",200.00
1653,02/28/2014,Brian Joyce,Brian Joyce,"Norfolk, Bristol, & Plymouth district",100.00
1653,03/05/2014,Brian Dempsey,Brian Dempsey,Third Essex district,200.00
1653,03/06/2014,Jeffery Sanchez,Jeffrey Sánchez,Fifteenth Suffolk districr,200.00
1653,03/12/2014,Edward Coppinger,Edward Coppinger,Tenth Suffolk district,200.00
1653,03/19/2014,Jason Lewis,Jason Lewis,Fifth Middlesex district,100.00
1653,03/19/2014,Carlo Basile,Carlo Basile,First Suffolk district,100.00
1653,04/01/2014,Stephen Brewer,Stephen Brewer,"Worcester, Hampden, Hampshire, & Middlesex district",200.00
1653,04/01/2014,Antonio Cabral,Antonio Cabral,Thirteenth Bristol district,100.00
1653,04/01/2014,Kathleen O'Connor Ives,Kathleen O'Connor Ives,First Essex district,125.00
1653,04/01/2014,Therese Murray,Therese Murray,Plymouth & Barnstable district,200.00
1653,04/01/2014,Robert DeLeo,Robert DeLeo,Nineteenth Suffolk district,200.00
1653,04/13/2014,Patricia Jehlen,Patricia Jehlen,Second Middlesex district,200.00
1653,04/16/2014,Paul Brodeur,Paul Brodeur,Thirty-second Middlesex district,200.00
1653,05/08/2014,a Democratic Senate,Democratic Senate Committee,N/A,200.00
1653,05/08/2014,Sal DiDomenico,Sal DiDomenico,Middlesex & Suffolk district,200.00
1653,05/14/2014,Jennifer Benson,Jennifer Benson,Thirty-seventh Middlesex district,200.00
1653,05/14/2014,a Democratic House,Democratic House Committee,N/A,200.00
1653,05/21/2014,Frank Smizik,Frank Smizik,Fifteenth Norfolk district,200.00
1653,06/04/2014,Barbara L'Italien,Barbara L'Italien,Second Essex & Middlesex district,200.00
1653,06/04/2014,Baker Committee,Charles Baker,Governor of Commonwealth of Massachusetts,100.00
1653,06/12/2014,Denise Provost,Denise Provost,Twenty-seventh Middlesex district,200.00
1653,07/21/2014,Diana DiZoglio,Diana DiZoglio,Representative 14th Essex district,100.00
1653,07/22/2014,Evandro Carvalho,Evandro Carvalho,Representative 5th Suffolk district,100.00
1653,07/29/2014,Ken Gordon,Kenneth Gordon,Representative 21st Middlesex district,125.00
1653,08/06/2014,Marc Pacheco,Marc R. Pacheco,Senator 1st Plymouth & Bristol district,200.00
1653,08/19/2014,Warren Tolman,Warren Tolman,Massachusetts Attorney General,100.00
1653,08/20/2014,Martha Coakley,Martha Coakley,Governor of Massachusetts,100.00
1653,09/19/2014,Martha Coakley,Martha Coakley,Governor of Massachusetts,100.00
1653,09/24/2014,Carlo Basile,Carlo Basile,Representative 1st Suffolk district,100.00
1653,09/29/2014,Deborah Goldberg,Deborah Goldberg,Treasurer of Massachusetts,100.00
1653,12/16/2014,Mike Rush,Mike Rush,Senator Suffolk & Norfolk district,125.00
1658,06/30/2014,I DID NOT MAKE ANY POLITICAL CONTRIBUTIONS DURING THIS REPORTING PERIOD (01/01/14 thru 06/30/14),I DID NOT MAKE ANY POLITICAL CONTRIBUTIONS DURING THIS REPORTING PERIOD (01/01/14 thru 06/30/14),NONE,0.00
1658,12/31/2014,I DID NOT MAKE ANY POLITICAL CONTRIBUTIONS DURING THIS REPORTING PERIOD (07/01/14 THRU 12/31/14),I DID NOT MAKE ANY POLITICAL CONTRIBUTIONS DURING THIS REPORTING PERIOD (07/01/14 THRU 12/31/14),NONE,0.00
1659,02/03/2014,Michael Moore Committee,Michael Moore,Senator - 2nd Worcester,200.00
1659,02/26/2014,Sami Baghdady Committee,Sami Baghdady,Belmont Selectman,50.00
1659,03/06/2014,Anthony W. Petruccelli Committee,Anthony Petruccelli,Senator - 1st Suffolk and Middlesex,100.00
1659,03/27/2014,Richard T. Moore Committee,Richard Moore,Senator - Worcester/Norfolk,200.00
1659,03/27/2014,Karyn Polito Committee,Karyn Polito,Governor,200.00
1659,04/10/2014,Lew Evangelidis Committee,Lewis Evangelidis,Worcester County Sheriff,200.00
1659,04/17/2014,Barry Finegold Committee,Barry Finegold,State Treasurer,200.00
1659,04/24/2014,James P. Ehrhard Committee,James P. Ehrhard,"Senator - Worcester, Hampden, Hampshire and Middlesex",200.00
1659,05/15/2014,David Muradian Committee,David Muradian,Representative - 9th Worcester,100.00
1659,06/16/2014,John Mahoney Committee,John J. Mahoney,Representative - 13th Worcester,100.00
1659,06/16/2014,Stephen Abraham Committee,Stephen Abraham,Registrar - Worcester Probate Court,100.00
1659,06/25/2014,Daniel Donahue Committee,Daniel M. Donahue,Representative - 16th Worcester,100.00
1659,06/25/2014,Suzanne Bump Committee,Suzanne Bump,State Auditor,100.00
1659,02/03/2014,Michael Moore Committee,Michael Moore,Senator - Second Worcester,100.00
1659,04/10/2014,Lew Evangelidis Committee,Lewis Evangelidis,Sheriff - Worcester County,200.00
1659,04/17/2014,Barry Finegold Committee,Barry Finegold,State Treasurer,200.00
1659,06/04/2014,Matthew J. McDonough Committee,Matthew J. McDonough,Registrar - Plymouth Probate Court,200.00
1659,09/03/2014,Harriett Chandler Committee,Harriette Chandler,State Senator - 1st Worcester,200.00
1659,09/22/2014,Paul Frost Committee,Paul Frost,State Representative - 7th Worcester,100.00
1659,09/23/2014,Stephen Abraham Committee,Stephen Abraham,Worcester Probate Registrar,100.00
1659,09/23/2014,Stanley Rosenberg Committee,Stanley Rosenberg,"State Senator - Hampshire, Franklin, Worcester",200.00
1659,10/01/2014,Vincent deMacedo Committee,Viriato deMacedo,State Representative - 1st Plymouth,100.00
1659,10/13/2014,Jennifer Flanagan Committee,Jennifer L. Flanagan,State Senator - Worcester/Middlesex,100.00
1659,12/01/2014,John Mahoney Committee,John J. Mahoney,State Representative - 13th Worcester,100.00
1659,12/02/2014,James O'Day Committee,James J. O'Day,State Representative - 14th Worcester,100.00
1659,12/18/2014,Baker-Polito Inaugural Committee,Baker-Polito Inaugural Committee,Governor - Lt Governor,100.00
1659,07/10/2014,Daniel Donahue Committee,Daniel M. Donahue,State Representative -  16th Worcester,200.00
1659,09/03/2014,Harriett Chandler Committee,Harriette Chandler,State Senator - 1st Worcester,200.00
1661,03/06/2014,DeLeo Committee,Robert DeLeo,State Rep.,100.00
1661,03/06/2014,Sanchez Committee,Jeffrey Sánchez,State Rep.,100.00
1661,08/27/2014,Christine Barber,Christine Barber,State Representative Somerville-Medford,75.00
1669,02/20/2014,chris fallon,Christopher G. Fallon,state representative/Malden/33rd middlesex,199.00
1669,03/05/2014,Brian Dempsey,Brian Dempsey,State Representative/Haverhill/3rd essex,199.00
1669,04/17/2014,Bob Deleo,Robert DeLeo,State Representative/Winthrop/19th suffolk,199.00
1669,05/07/2014,Pac,Democratic Senate Committee,Democratic Senate,100.00
1669,05/14/2014,David Nangle,David M. Nangle,State representative/Lowell/17th middlesex,199.00
1669,05/20/2014,mike belotti,Michael G. Bellotti,Sheriff/Norfolk,100.00
1669,05/27/2014,dan cullinane,Daniel Cullinane,State Representative/12thSuffolk,100.00
1670,02/03/2014,Robert DeLeo,Robert DeLeo,"House, 19th Suffolk",200.00
1670,02/25/2014,Daniel Ryan,Daniel J. Ryan,"House, 2nd Suffolk",200.00
1670,02/26/2014,Edward Coppinger,Edward Coppinger,"House, 10th Suffolk",200.00
1670,03/04/2014,Harriet Chandler,Harriette Chandler,"Senate, 1st Worcester",200.00
1670,03/07/2014,Christopher Fallon,Christopher G. Fallon,"House, 33rd Middlesex",200.00
1670,03/24/2014,Warren Tolman,Warren Tolman,"Statewide, Atty. General",200.00
1670,03/26/2014,Stephen Murphy,Stephen Murphy,"Municipal, Boston",200.00
1670,04/01/2014,Sal LaMattina,Sal LaMattina,"Municipal, Boston",200.00
1670,04/11/2014,Brian Dempsey,Brian Dempsey,"House, 3rd Essex",200.00
1670,04/28/2014,Frank Cousins,Frank G. Cousins,"Sheriff, Essex County",200.00
1670,05/09/2014,Timothy McCarthy,Timothy McCarthy,"Municipal, Boston",200.00
1670,05/15/2014,Bill Linehan,William Linehan,"District, Boston",200.00
1670,05/25/2014,Steve Grossman,Steve Grossman,"Statewide, Governor",200.00
1670,06/24/2014,Peter Koutoujian,Peter Koutoujian,Sheriff Middlesex,200.00
1670,08/15/2014,Deb Goldberg,Deborah Goldberg,"Statewide, Treasurer",200.00
1670,08/22/2014,Sal DiDomenica,Sal DiDomenico,"Senate, Middlesex & Suffolk",200.00
1670,08/22/2014,Steve Tompkins,Steven Tompkins,"Sheriff, Suffolk County",200.00
1670,08/26/2014,Michael Morrissey,Michael Morrissey,"District Attorney, Norfolk County",200.00
1670,10/06/2014,John Keenan,John F. Keenan,"Senate, Norfolk & Plymouth",200.00
1670,12/31/2014,Ron Mariano,Ronald Mariano,"House, 3rd. Norfolk",200.00
1673,04/30/2014,Barry Finegold,Barry Finegold,"Senator, Second Essex and Middlesex",100.00
1673,04/30/2014,Anthony Petruccelli,Anthony Petruccelli,"Senator, First Suffolk and Middlesex",100.00
1673,07/23/2014,Brendan Crighton,Brendan P. Crighton,"House of Representatives, 11th Essex District",100.00
1678,01/23/2014,DeLeo,Robert DeLeo,State Representative - 19th Suffolk,200.00
1678,02/12/2014,Dan Hunt,Daniel Hunt,State Representative - 13th Suffolk,200.00
1678,03/06/2014,David Muradian,David Muradian,State Representative - 9th Worcester,200.00
1678,03/13/2014,James Welch,James T. Welch,State Senator - Hampden,200.00
1678,03/14/2014,Aaron Michlewitz,Aaron Michlewitz,State Representative - 3rd Suffolk,200.00
1678,03/20/2014,Brian Dempsey,Brian Dempsey,State Representative - 3rd Essex,200.00
1678,03/20/2014,Marc Pacheco,Marc R. Pacheco,State Senator - First Plymouth and Bristol,200.00
1678,04/02/2014,T. Murray,Therese Murray,State Senator - Plymouth and Barnstable,200.00
1678,04/09/2014,Mark Cusack,Mark J. Cusack,State Representative - 5th Norfolk,200.00
1678,04/09/2014,Michael Moore,Michael Moore,State Senator - 2nd Worcester,200.00
1678,04/09/2014,Richard Moore,Richard Moore,State Senator - Worcester and Norfolk,200.00
1678,04/14/2014,Paul Brodeur,Paul Brodeur,State Representative - 32nd Middlesex,200.00
1678,04/14/2014,Dorcena-Forry,Linda Dorcena Forry,State Senator - 1st Suffolk,200.00
1678,04/14/2014,Brian Joyce,Brian Joyce,"State Senator - Norfolk, Bristol and Plymouth",200.00
1678,05/06/2014,Hank Naughton,Harold Naughton,State Representative - 12th Worcester,200.00
1678,05/14/2014,Stan Rosenberg,Stanley Rosenberg,"State Senator - Hampshire, Franklin & Worcester",200.00
1678,05/16/2014,Kate Hogan,Kate Hogan,State Representative - 3rd Middlesex,200.00
1678,05/21/2014,Committee for a Democratic House,Committee for a Democratic House,State Representatives,200.00
1678,05/22/2014,Petrucelli,Anthony Petruccelli,State Senator - 1st Suffolk and Middlesex,200.00
1678,05/28/2014,Baker,Charles Baker,Governor,200.00
1678,05/28/2014,Polito,Karyn Polito,Lt. Governor,200.00
1678,05/30/2014,Sanchez,Jeffrey Sánchez,State Representative - 15th Suffolk,200.00
1678,06/18/2014,Nangle,David M. Nangle,State Representative - 17th Middlesex,200.00
1678,06/18/2014,Mariano,Ronald Mariano,State Representative - 3rd Norfolk,200.00
1678,06/18/2014,Honan,Kevin G. Honan,State Representative - 17th Suffolk,200.00
1678,06/18/2014,B. Finegold,Barry Finegold,Treasurer,200.00
1678,06/24/2014,O'Keefe,Michael O'Keefe,District Attorney - Cape & Islands,200.00
1678,07/08/2014,Healey AG,Maura Healey,District Attorney,200.00
1678,07/22/2014,Moran,Michael J. Moran,State Representative - 18th Suffolk,200.00
1678,07/30/2014,John Rogers,John H. Rogers,State Representative - 12th Norfolk,200.00
1678,07/30/2014,John Lawn,John J. Lawn,State Representative - 10th Middlesex,200.00
1678,07/30/2014,Michael Costello,Michael Costello,State Representative - 1st Essex,200.00
1678,08/05/2014,Warren Tolman,Warren Tolman,Attorney General,200.00
1678,08/19/2014,Jennifer Flanagan,Jennifer L. Flanagan,State Senator - Worcester and Middlesex,200.00
1678,08/30/2014,Harriett Chandler,Harriette Chandler,State Senator - 1st Worcester,200.00
1678,09/08/2014,Tim Whelan,Tim Whelan,State Rep. Candidate - First Barnstable,200.00
1678,09/10/2014,James Murphy,James M. Murphy,State Representative - 4th Norfolk,200.00
1678,09/13/2014,Steve Murphy,Stephen Murphy,Boston City Council,200.00
1678,09/27/2014,Deb Goldberg,Deborah Goldberg,State Treasurer,200.00
1678,09/30/2014,Kulik,Stephen Kulik,State Representative - 1st Franklin,200.00
1678,09/30/2014,Mass Association CHC PAC,Mass Association CHC PAC,PAC for Community Health Centers,200.00
1678,10/24/2014,Mike Heffernan,Michael Heffernan,State Treasurer,200.00
1678,12/03/2014,Eileen Donoghue,Eileen Donoghue,State Senator - 1st Middlesex,200.00
1678,12/13/2014,John Keenan,John F. Keenan,State Senator - Norfolk and Plymouth,200.00
1678,12/13/2014,Brownsberger,William Brownsberger,State Senator - 2nd Suffolk and Middlesex,200.00
1678,12/20/2014,Michael Rush,Mike Rush,State Senator - Suffolk and Norfolk,200.00
1679,01/23/2014,DeLeo,Robert DeLeo,State Representative - 19th Suffolk,200.00
1679,03/20/2014,Brian Dempsey,Brian Dempsey,State Representative - 3rd Essex,200.00
1679,03/20/2014,Marc Pacheco,Marc R. Pacheco,State Senator - First Plymouth and Bristol,200.00
1679,04/09/2014,Mark Cusack,Mark J. Cusack,State Representative - 5th Norfolk,200.00
1679,04/09/2014,Richard Moore,Richard Moore,State Senator - Worcester and Norfolk,200.00
1679,04/14/2014,Dorcena-Forry,Linda Dorcena Forry,State Senator - 1st Suffolk,200.00
1679,05/14/2014,Stan Rosenberg,Stanley Rosenberg,"State Senator - Hampshire, Franklin & Worcester",200.00
1679,05/22/2014,Petrucelli,Anthony Petruccelli,State Senator - 1st Suffolk & Middlesex,200.00
1679,05/30/2014,Sanchez,Jeffrey Sánchez,State Representative - 15th Suffolk,200.00
1679,06/18/2014,Mariano,Ronald Mariano,State Representative - 3rd Norfolk,200.00
1679,06/30/2014,Timilty,Timilty,State Senator - Bristol and Norfolk,200.00
1679,07/16/2014,Diana DiZoglio,Diana DiZoglio,State Representative - Methuen,200.00
1679,08/16/2014,Warren Tolman,Warren Tolman,Attorney General Candidate,200.00
1679,09/25/2014,O'Keefe,Michael O'Keefe,District Attorney,200.00
1679,10/01/2014,Mass Assn CHC PAC,Mass Association CHC PAC,Community Health Center PAC,200.00
1679,10/14/2014,Bradley Jones,Bradley H. Jones,State Representative - North Reading,200.00
1691,03/06/2014,Massachusetts Democratic Party,Massachusetts Democratic Party,N/A,25.00
1691,04/04/2014,Comm. to Elect Ann-Margaret Ferrante,Ann-Margaret Ferrante,"State Representative, Fifth Essex District",100.00
1691,04/04/2014,Comm. to Elect Antonio F.D. Cabral,Antonio Cabral,"State Representative, 13th Bristol District",50.00
1691,05/07/2014,Raise Up Massachusetts,Raise Up Massachusetts,N/A,100.00
1691,05/22/2014,Comm. to Elect Matt Patrick,Matthew Patrick,"State Senate, Plymouth and Barnstable District",100.00
1691,10/20/2014,Maura Healey,Maura Healey,"Attorney General, Commonwealth of Massachusetts",100.00
1691,10/20/2014,Martha Coakley,Martha Coakley,"Governor, Commonwealth of Massachusetts",100.00
1692,01/06/2014,Martin Walsh,Martin Walsh,"Mayor, City of Boston",200.00
1692,01/06/2014,Robert Deleo,Robert DeLeo,"State Representative, 19th Suffolk",200.00
1692,01/06/2014,Therese Murray,Therese Murray,"State Senator, Plymouth & Barnstable",200.00
1692,01/06/2014,Stanley Rosenberg,Stanley Rosenberg,"State Senator, Hampshire, Franklin & Worcestor",200.00
1692,01/06/2014,Ronald Mariano,Ronald Mariano,"State Representative, 3rd Norfolk",200.00
1692,01/06/2014,Brian Dempsey,Brian Dempsey,"State Representative, 3rd Essex",200.00
1692,01/06/2014,Stephen Brewer,Stephen Brewer,"State Senator, Worcester, Hampden, Hampshire & Middlesex",200.00
1692,01/06/2014,Daniel Hunt,Daniel Hunt,"Committee to Elect Dan Hunt, State Representatve, 13th Suffolk",200.00
1692,01/13/2014,John Keenan,John D. Keenan,"State Representative, 7th Essex",200.00
1692,01/13/2014,Ben Downing,Benjamin Downing,"State Senate, Berkshire, Hampshire, Franklin & Hampden",200.00
1692,01/14/2014,Martha Coakley,Martha Coakley,Attorney General,200.00
1692,01/15/2014,Anthony Petruccelli,Anthony Petruccelli,"State Senator, 1St Suffolk & Middlesex",200.00
1692,01/15/2014,William Linnehan,William Linehan,Boston City Council,200.00
1692,01/15/2014,Richard Moore,Richard Moore,"State Senate, Worcestor & Norfolk",200.00
1692,01/15/2014,Jennifer Flanagan,Jennifer L. Flanagan,"State Senate, Worcestor & Middlesex",200.00
1692,01/15/2014,Thomas McGee,Thomas McGee,"State Senate, 3rd Essex",200.00
1692,01/15/2014,Michael Costello,Michael Costello,"State Representative, 1st Essex",200.00
1692,01/15/2014,Michael Moran,Michael J. Moran,"State Representative, 18th Suffolk",200.00
1692,01/15/2014,William Strauss,William Straus,"State Representative, 10th Bristol",200.00
1692,01/19/2014,Thomas Koch,Thomas P. Koch,"Mayor, City of Quincy",200.00
1692,01/20/2014,Bradley Jones,Bradley H. Jones,"State Representative, 20th Middlesex",200.00
1692,01/20/2014,Bruce Tarr,Bruce Tarr,"State Senate, 1st Essex & Middlesex",200.00
1692,01/21/2014,Tito Jackson,Tito Jackson,Boston City Council,100.00
1692,02/04/2014,Peter Kocut,Peter Kocot,"State Representative, 1st Hampshire",100.00
1692,02/10/2014,Nick Collins,Nicholas P. Collins,"State Representative, 4th Suffolk",100.00
1692,02/10/2014,Daniel Ryan,Daniel J. Ryan,"State Representative, 2nd Suffolk",100.00
1692,02/10/2014,Mark Cusack,Mark J. Cusack,"State Representative, 5th Norfolk",100.00
1692,02/10/2014,Aaron Michelwitz,Aaron Michlewitz,"State Representative, 3rd Suffolk",100.00
1692,02/10/2014,Michael Sullivan,Michael Sullivan,Middlesex District Attorney,100.00
1692,02/11/2014,Brian Joyce,Brian Joyce,"State Senate, Norfolk, Bristol & Plymouth",200.00
